# Saved on 2025-07-25T14:10:05.901060
# Name: Shreenidhi
# Sample_ID: GWC331_WGFMU_noise
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# wgfmu_readout:
#   num_read: 10
#   v_rd: 0.1
#   read_waveform: ReRAM_RTN_Evan
Time (s),Noise Readout 1uA,Noise Readout 10uA,Noise Readout 100uA,Noise Readout 1mA
2.1951440000e+00,3.4136268368e-05,5.9855774452e-06,3.5670247598e-05,1.4954758626e-05
2.1961440000e+00,1.8057262423e-05,1.5858042389e-05,1.9549317585e-05,9.0542343969e-06
2.1971440000e+00,1.0462994396e-05,1.4988605471e-05,1.1640815501e-05,1.7185737306e-05
2.1981440000e+00,2.0261219106e-05,3.1996383768e-05,1.9268651158e-05,1.5116193936e-05
2.1991440000e+00,1.4506947082e-05,3.4723365388e-05,1.5564004570e-05,1.3675257833e-05
2.2001440000e+00,1.6539021090e-05,3.7981455534e-05,1.6721071006e-05,4.5302949729e-06
2.2011440000e+00,-4.0980480662e-06,2.0897068680e-05,-3.1862680316e-06,-7.8135590229e-06
2.2021440000e+00,5.6030438600e-07,9.4810129667e-06,2.5247763347e-07,-5.9188710111e-07
2.2031440000e+00,-1.2095694728e-05,1.5749119484e-05,-1.0757135897e-05,1.4443014152e-05
2.2041440000e+00,1.8086651835e-05,1.7315274818e-05,1.9397075448e-05,1.7609032511e-05
2.2051440000e+00,1.5386272935e-05,1.6110292563e-05,1.4695404388e-05,4.7620706027e-06
2.2061440000e+00,1.8193068172e-05,-1.1723006992e-06,1.8536831703e-05,1.4198284589e-05
2.2071440000e+00,1.4311386622e-05,2.1709843168e-07,1.4774798728e-05,1.3886558008e-05
2.2081440000e+00,1.2603992218e-05,-1.0238426512e-05,1.2999710634e-05,3.3149830415e-05
2.2091440000e+00,2.2747652110e-05,2.2288835680e-05,2.2377284040e-05,3.2326079236e-05
2.2101440000e+00,2.7158210287e-05,1.4528119209e-05,2.7393467462e-05,3.9815044147e-05
2.2111440000e+00,3.7733661884e-05,1.9572438759e-05,3.8313381083e-05,1.7997368559e-05
2.2121440000e+00,1.3453232896e-05,1.5228320080e-05,1.6190244423e-05,1.1054690731e-05
2.2131440000e+00,1.4471986105e-05,1.4184494830e-05,1.3565359041e-05,1.2520280507e-05
2.2141440000e+00,7.9728015407e-06,1.9643615815e-05,8.8501774371e-06,1.5962368707e-05
2.2151440000e+00,2.0240882805e-05,2.5834693588e-05,2.1562587790e-05,1.5337103832e-05
2.2161440000e+00,1.3609514099e-05,3.7370398786e-05,1.4270574866e-05,4.0884729060e-06
2.2171440000e+00,1.4461121282e-05,2.1826677767e-05,1.5356048607e-05,9.1599822838e-08
2.2181440000e+00,1.7601324771e-06,1.3456436136e-05,2.0148904696e-06,-9.3444750746e-06
2.2191440000e+00,-6.4471423684e-06,1.0244172699e-05,-5.9611661527e-06,1.9947263354e-05
2.2201440000e+00,-4.9617738114e-06,2.3701357350e-05,-5.9700805650e-06,1.3584162843e-05
2.2211440000e+00,1.1322263163e-05,1.4163184460e-05,1.0058083717e-05,1.9125880499e-05
2.2221440000e+00,2.0406356271e-05,1.5178873582e-05,2.0279743694e-05,1.1360428289e-05
2.2231440000e+00,9.0798630481e-06,-1.1101782320e-06,1.0451572962e-05,1.4767833818e-05
2.2241440000e+00,1.4586898942e-05,-3.8710086301e-06,1.4630495571e-05,1.5882975276e-05
2.2251440000e+00,1.2955834791e-05,-7.9561905295e-06,1.4067214579e-05,2.5373372409e-05
2.2261440000e+00,3.2588079193e-05,7.9987084973e-06,3.2326355722e-05,3.6537316191e-05
2.2271440000e+00,2.9335980798e-05,2.0858067728e-05,2.9318291126e-05,3.1254534406e-05
2.2281440000e+00,4.0808587073e-05,1.3350577319e-05,4.0593247832e-05,1.5114522284e-05
2.2291440000e+00,1.0908716831e-05,1.3344866602e-05,8.6284308054e-06,1.2529612832e-05
2.2301440000e+00,1.3439582290e-05,1.3401835531e-05,1.4617541638e-05,2.3509557650e-05
2.2311440000e+00,1.0981564628e-05,3.0159870221e-05,1.1603347048e-05,1.5195030755e-05
2.2321440000e+00,1.4625203221e-05,2.8814067264e-05,1.5064099898e-05,1.4705432477e-05
2.2331440000e+00,1.5012841686e-05,4.0378603444e-05,1.7162754375e-05,-4.6051964091e-06
2.2341440000e+00,6.8791109697e-06,7.0958431024e-06,9.2846166808e-06,-2.1994114832e-06
2.2351440000e+00,1.8916203999e-06,1.4700418433e-05,2.6720517781e-06,-1.0018908142e-05
2.2361440000e+00,-8.7596044978e-06,1.0230801308e-05,-8.4806097220e-06,1.2128045455e-05
2.2371440000e+00,1.5849684132e-05,1.5004623492e-05,1.3498918634e-05,1.8688237105e-05
2.2381440000e+00,1.5496867491e-05,1.3377738469e-05,1.5915429685e-05,1.7385893443e-05
2.2391440000e+00,1.9152763343e-05,1.1306802662e-05,1.8856497263e-05,1.4080585970e-05
2.2401440000e+00,9.0113335318e-06,4.2662045416e-06,7.8814282460e-06,1.2233068446e-05
2.2411440000e+00,1.6086334654e-05,-7.8481025412e-06,1.5715411791e-05,2.5457920856e-05
2.2421440000e+00,1.4841099073e-05,8.0197414718e-06,1.5393097783e-05,2.8993192245e-05
2.2431440000e+00,2.6736306609e-05,1.6378562577e-05,2.8095759262e-05,3.8317419239e-05
2.2441440000e+00,3.5206419852e-05,1.9970802896e-05,3.5111283069e-05,9.3630360425e-06
2.2451440000e+00,3.4927004890e-05,6.1365658439e-06,3.5769142414e-05,1.5407724277e-05
2.2461440000e+00,1.8050437575e-05,1.5605233784e-05,2.1010449927e-05,8.9118821052e-06
2.2471440000e+00,1.0583200492e-05,1.3972219676e-05,1.1046472537e-05,1.8076483684e-05
2.2481440000e+00,2.0122348360e-05,3.1032093830e-05,1.9903527573e-05,1.5562054614e-05
2.2491440000e+00,1.4711561562e-05,3.4572934965e-05,1.6046220480e-05,1.4489536625e-05
2.2501440000e+00,1.6502250219e-05,3.7491718103e-05,1.7262484107e-05,5.5464020079e-06
2.2511440000e+00,-3.5669424960e-06,2.1506315534e-05,-2.3941363452e-06,-7.2385778367e-06
2.2521440000e+00,5.7284034938e-07,1.0746585758e-05,8.2091253262e-07,-9.9150474853e-07
2.2531440000e+00,-1.1026100765e-05,1.6110850993e-05,-1.0651137018e-05,1.4336458662e-05
2.2541440000e+00,1.7710714019e-05,1.6748510461e-05,2.0040168238e-05,1.7865184418e-05
2.2551440000e+00,1.6448762835e-05,1.6417841834e-05,1.5439341951e-05,5.9575804698e-06
2.2561440000e+00,1.9496248569e-05,-1.3387500530e-06,1.8408825781e-05,1.4075153558e-05
2.2571440000e+00,1.4967434254e-05,1.4569021687e-06,1.5109229025e-05,1.2974916899e-05
2.2581440000e+00,1.3015728655e-05,-1.0661305168e-05,1.3468554243e-05,3.3467822504e-05
2.2591440000e+00,2.3108965252e-05,2.2414613341e-05,2.1684743842e-05,3.0665345548e-05
2.2601440000e+00,2.7879026675e-05,1.4133515833e-05,2.7026861062e-05,3.9109967474e-05
2.2611440000e+00,3.8426758692e-05,2.0196172045e-05,3.8269503420e-05,1.6001509721e-05
2.2621440000e+00,1.4139923223e-05,1.5301586245e-05,1.7379346900e-05,1.1918834389e-05
2.2631440000e+00,1.4840264157e-05,1.3826384929e-05,1.3630407011e-05,1.2094616068e-05
2.2641440000e+00,8.6710524556e-06,1.9070583221e-05,9.8870377769e-06,1.5343930500e-05
2.2651440000e+00,2.0760984626e-05,2.4816079531e-05,2.2664635253e-05,1.6638334273e-05
2.2661440000e+00,1.3989491890e-05,3.7405916373e-05,1.4117915271e-05,4.7619309953e-06
2.2671440000e+00,1.5682120647e-05,2.2469354008e-05,1.5478064597e-05,6.9847823170e-07
2.2681440000e+00,2.9190098303e-06,1.3357123862e-05,2.3175634851e-06,-9.2536593002e-06
2.2691440000e+00,-5.8196496866e-06,9.4910419648e-06,-5.7463839767e-06,2.0062316253e-05
2.2701440000e+00,-3.4663764836e-06,2.4384566132e-05,-5.1904848988e-06,1.3747687262e-05
2.2711440000e+00,1.1541084859e-05,1.4089361684e-05,1.0577210560e-05,1.9221153707e-05
2.2721440000e+00,2.1176063456e-05,1.5531968529e-05,2.1131769245e-05,1.0545452824e-05
2.2731440000e+00,9.2835025498e-06,-1.9890865133e-06,1.1240083040e-05,1.4652364371e-05
2.2741440000e+00,1.5553139747e-05,-5.5325767789e-06,1.4412648852e-05,1.4874806766e-05
2.2751440000e+00,1.3115597540e-05,-8.0092586359e-06,1.3727769328e-05,2.5210405511e-05
2.2761440000e+00,3.2781412301e-05,8.2114020188e-06,3.2755782740e-05,3.6048833863e-05
2.2771440000e+00,2.8409156585e-05,1.9497083485e-05,2.9222461308e-05,3.1675186619e-05
2.2781440000e+00,4.0210903535e-05,1.4018045476e-05,4.0368435293e-05,1.6310450519e-05
2.2791440000e+00,1.1758374058e-05,1.3440557268e-05,9.1329320639e-06,1.1348727639e-05
2.2801440000e+00,1.3752144696e-05,1.3630407011e-05,1.3696150745e-05,2.2894460926e-05
2.2811440000e+00,1.1322124010e-05,3.0638046155e-05,1.1553342119e-05,1.5119675481e-05
2.2821440000e+00,1.4627153178e-05,2.9064369301e-05,1.5133326087e-05,1.5889800125e-05
2.2831440000e+00,1.5243642338e-05,4.0818475100e-05,1.7193118765e-05,-4.3801064749e-06
2.2841440000e+00,7.3412688835e-06,6.9331545092e-06,8.6360914793e-06,-1.2103264453e-06
2.2851440000e+00,1.9770041035e-06,1.4585366443e-05,2.8263832519e-06,-1.0920799468e-05
2.2861440000e+00,-8.0981244537e-06,1.0254201698e-05,-8.4836747192e-06,1.2377649000e-05
2.2871440000e+00,1.6269917978e-05,1.4612666746e-05,1.2735619748e-05,1.6705609596e-05
2.2881440000e+00,1.5453966626e-05,1.3364923689e-05,1.5930054360e-05,1.7202590243e-05
2.2891440000e+00,2.0376410248e-05,1.1185343283e-05,1.9448751118e-05,1.3683754332e-05
2.2901440000e+00,9.9672679426e-06,3.5690675304e-06,8.1431508079e-06,1.2665976101e-05
2.2911440000e+00,1.6586796846e-05,-8.5038709585e-06,1.7273348931e-05,2.5173772883e-05
2.2921440000e+00,1.4638435459e-05,7.4699710240e-06,1.5372901544e-05,2.9179002013e-05
2.2931440000e+00,2.6996915039e-05,1.5969193555e-05,2.9623610317e-05,3.9687456592e-05
2.2941440000e+00,3.4973669244e-05,1.9350412913e-05,3.5967768781e-05,1.1185343283e-05
2.2951440000e+00,3.4193653846e-05,6.5073509177e-06,3.6265424569e-05,1.6210999092e-05
2.2961440000e+00,1.8025504687e-05,1.6069760022e-05,2.0221521481e-05,9.2250020316e-06
2.2971440000e+00,1.0517595911e-05,1.5001698557e-05,1.0591836144e-05,1.9389972294e-05
2.2981440000e+00,2.0246314307e-05,3.0757695640e-05,1.9097187760e-05,1.5304789486e-05
2.2991440000e+00,1.5077053831e-05,3.3951848309e-05,1.5961812096e-05,1.4140340681e-05
2.3001440000e+00,1.6311982108e-05,3.7484755012e-05,1.6894484361e-05,4.2554793254e-06
2.3011440000e+00,-3.8474686335e-06,2.1991178073e-05,-2.9620141504e-06,-7.6315100159e-06
2.3021440000e+00,8.0990872675e-07,1.0246819329e-05,-4.2116791832e-08,-1.7032671167e-06
2.3031440000e+00,-1.2047222299e-05,1.5348665329e-05,-1.0730113900e-05,1.2423335647e-05
2.3041440000e+00,1.7368203771e-05,1.6599333321e-05,1.9191345928e-05,1.9316010366e-05
2.3051440000e+00,1.7585492969e-05,1.6304460587e-05,1.5219266970e-05,7.2466923484e-06
2.3061440000e+00,1.8772507246e-05,-9.2798933338e-07,1.8434036974e-05,1.4552494576e-05
2.3071440000e+00,1.4547619685e-05,-8.2839835613e-07,1.4526725863e-05,1.3711612155e-05
2.3081440000e+00,1.2289201550e-05,-1.0719249076e-05,1.3576502170e-05,3.3306248952e-05
2.3091440000e+00,2.3107293600e-05,2.2213620468e-05,2.1940059014e-05,3.0545139452e-05
2.3101440000e+00,2.7549887818e-05,1.3728186786e-05,2.6680869269e-05,4.1017658077e-05
2.3111440000e+00,3.7975187297e-05,1.9025035726e-05,3.8580812543e-05,1.6491663700e-05
2.3121440000e+00,1.3595863493e-05,1.4562941033e-05,1.7884267436e-05,1.1599864592e-05
2.3131440000e+00,1.4284364624e-05,1.3756044609e-05,1.3719272829e-05,1.3076179130e-05
2.3141440000e+00,8.2917713371e-06,1.9532602892e-05,9.5194563983e-06,1.5351311959e-05
2.3151440000e+00,2.0544113795e-05,2.6798707040e-05,2.3160779165e-05,1.6847126972e-05
2.3161440000e+00,1.4118193576e-05,3.7258691009e-05,1.4376155377e-05,4.9048408073e-06
2.3171440000e+00,1.5156029804e-05,2.2104835807e-05,1.5255063772e-05,8.5503813807e-07
2.3181440000e+00,2.5291421935e-06,1.2868500562e-05,6.7284923944e-07,-9.7589963843e-06
2.3191440000e+00,-6.1685664150e-06,9.1946367320e-06,-6.6569105002e-06,1.8399075998e-05
2.3201440000e+00,-4.0931731746e-06,2.3667093046e-05,-5.9906951719e-06,1.3714118722e-05
2.3211440000e+00,1.1545820598e-05,1.3654504073e-05,1.0447394743e-05,1.9782624804e-05
2.3221440000e+00,2.0481711545e-05,1.4848899809e-05,2.0394099920e-05,1.0632368685e-05
2.3231440000e+00,8.5930514615e-06,-2.2457943487e-06,1.1131438441e-05,1.4907679542e-05
2.3241440000e+00,1.4625620679e-05,-5.2992691053e-06,1.3891711205e-05,1.5558711311e-05
2.3251440000e+00,1.2425007299e-05,-9.1227284429e-06,1.3200563444e-05,2.5910467230e-05
2.3261440000e+00,3.3132138924e-05,8.1221178334e-06,3.2371208363e-05,3.6945013562e-05
2.3271440000e+00,2.8170556106e-05,1.9610604795e-05,2.8228640076e-05,3.3038119000e-05
2.3281440000e+00,4.1124352720e-05,1.3569259863e-05,4.0695485950e-05,1.7056478100e-05
2.3291440000e+00,1.1582314073e-05,1.2774202332e-05,9.1812653409e-06,1.1905044630e-05
2.3301440000e+00,1.3991581000e-05,1.2873376363e-05,1.4162905245e-05,2.3409269488e-05
2.3311440000e+00,1.1207211173e-05,3.0528703064e-05,1.1870501112e-05,1.5173441170e-05
2.3321440000e+00,1.4881353309e-05,2.8620179364e-05,1.4981362256e-05,1.6359061192e-05
2.3331440000e+00,1.4146608919e-05,4.0344617446e-05,1.7128490072e-05,-4.6231643864e-06
2.3341440000e+00,7.1803910942e-06,7.9779547377e-06,9.1607898867e-06,-8.9135659209e-07
2.3351440000e+00,1.7609681890e-06,1.5650921341e-05,3.5811856378e-06,-1.1708055354e-05
2.3361440000e+00,-8.5586116256e-06,1.0312006452e-05,-8.6857817223e-06,1.4023199583e-05
2.3371440000e+00,1.5836731109e-05,1.4823549463e-05,1.2136959413e-05,1.6933347069e-05
2.3381440000e+00,1.5419842384e-05,1.3511733414e-05,1.6294014131e-05,1.7626305635e-05
2.3391440000e+00,2.0136138119e-05,1.1177960914e-05,1.8964863557e-05,1.4191459741e-05
2.3401440000e+00,9.4750239441e-06,4.5445021897e-06,7.9560868471e-06,1.4310272491e-05
2.3411440000e+00,1.6402102119e-05,-8.6086156443e-06,1.4974398255e-05,2.4804379791e-05
2.3421440000e+00,1.5472493033e-05,6.9956950028e-06,1.5713321773e-05,2.9592689316e-05
2.3431440000e+00,2.6676134439e-05,1.5182634343e-05,2.8138520065e-05,3.9643440687e-05
2.3441440000e+00,3.5670247598e-05,1.9712006178e-05,3.6061090213e-05,1.1365164028e-05
2.3451440000e+00,3.4260512621e-05,5.8178743529e-06,3.6594563426e-05,1.7085170839e-05
2.3461440000e+00,1.8626533347e-05,1.5849405827e-05,1.9607818103e-05,8.4718703874e-06
2.3471440000e+00,1.1039369383e-05,1.4391616787e-05,1.1071962035e-05,1.9251239792e-05
2.3481440000e+00,2.0717108782e-05,3.1209685403e-05,1.8426375391e-05,1.4519065189e-05
2.3491440000e+00,1.5012284166e-05,3.5273973481e-05,1.5943425751e-05,1.5031088878e-05
2.3501440000e+00,1.6527877960e-05,3.8837661123e-05,1.6724136003e-05,3.8600405787e-06
2.3511440000e+00,-4.1381631490e-06,2.1291254598e-05,-2.4699090773e-06,-6.4368350650e-06
2.3521440000e+00,5.4688463536e-08,1.0194586139e-05,-1.0674649076e-07,-2.7806609069e-06
2.3531440000e+00,-1.1502187590e-05,1.6148318537e-05,-1.1101734344e-05,1.3133427274e-05
2.3541440000e+00,1.7536325686e-05,1.7136706447e-05,2.0546063752e-05,1.9207782316e-05
2.3551440000e+00,1.8536553398e-05,1.6132300516e-05,1.4167920199e-05,6.5966346483e-06
2.3561440000e+00,1.8758857550e-05,-1.1243856761e-06,1.8871262000e-05,1.3694339941e-05
2.3571440000e+00,1.4995152014e-05,3.8076200326e-07,1.5320110833e-05,1.2770024114e-05
2.3581440000e+00,1.3328151908e-05,-1.0636372281e-05,1.5211745449e-05,3.2830161217e-05
2.3591440000e+00,2.3769887775e-05,2.2345526304e-05,2.0794832380e-05,2.9812066714e-05
2.3601440000e+00,2.7780966775e-05,1.3320491234e-05,2.6658444767e-05,4.1566036089e-05
2.3611440000e+00,3.8180081901e-05,2.1063240638e-05,3.7625715777e-05,1.4708636627e-05
2.3621440000e+00,1.3307118934e-05,1.4627292330e-05,1.7286442016e-05,1.3960101569e-05
2.3631440000e+00,1.4069303688e-05,1.3879314793e-05,1.3392920664e-05,1.1758513210e-05
2.3641440000e+00,7.8328166637e-06,1.9211682229e-05,8.4164339569e-06,1.5618188627e-05
2.3651440000e+00,2.0219293219e-05,2.6397976399e-05,2.2114725653e-05,1.5458563212e-05
2.3661440000e+00,1.3832235709e-05,3.7780184357e-05,1.4617960005e-05,5.6758008213e-06
2.3671440000e+00,1.4749587535e-05,2.3549533580e-05,1.5684907339e-05,1.2634309314e-06
2.3681440000e+00,2.7377959668e-06,1.4780787751e-05,3.7714050904e-07,-9.0001549324e-06
2.3691440000e+00,-6.1792916313e-06,1.1047308362e-05,-5.4552715483e-06,1.8497692508e-05
2.3701440000e+00,-3.9168344301e-06,2.4109471269e-05,-5.7736842791e-06,1.3105569451e-05
2.3711440000e+00,1.2037089618e-05,1.4118054423e-05,9.6450949059e-06,2.0043789846e-05
2.3721440000e+00,2.0260940801e-05,1.5576400983e-05,2.0006182240e-05,9.4716806416e-06
2.3731440000e+00,8.9363966254e-06,-1.3615933767e-06,1.1512252058e-05,1.5697025447e-05
2.3741440000e+00,1.4631888916e-05,-4.1504204091e-06,1.4186166482e-05,1.4781345271e-05
2.3751440000e+00,1.3107797713e-05,-8.2649921751e-06,1.2694251382e-05,2.6069394153e-05
2.3761440000e+00,3.2601172279e-05,8.4356561274e-06,3.1904175557e-05,3.6115969124e-05
2.3771440000e+00,2.8588281566e-05,2.0236146156e-05,2.8046311854e-05,3.3237720345e-05
2.3781440000e+00,4.0432925744e-05,1.4497197299e-05,3.9680631744e-05,1.6847963707e-05
2.3791440000e+00,1.1410711522e-05,1.3388602383e-05,9.1716547104e-06,1.1882619219e-05
2.3801440000e+00,1.3533880519e-05,1.4249681954e-05,1.4351780010e-05,2.2710044504e-05
2.3811440000e+00,1.1897244804e-05,3.0479397537e-05,1.1229775737e-05,1.5266346963e-05
2.3821440000e+00,1.5098085896e-05,2.8620457670e-05,1.4828980966e-05,1.7019705410e-05
2.3831440000e+00,1.5009359231e-05,4.0660106606e-05,1.6797541321e-05,-3.5303096411e-06
2.3841440000e+00,6.9154648372e-06,7.0093451541e-06,9.1464435172e-06,4.6043481916e-07
2.3851440000e+00,2.2789806735e-06,1.6484838852e-05,3.2590121464e-06,-1.1870326489e-05
2.3861440000e+00,-8.5108358689e-06,9.3886656032e-06,-8.2899250629e-06,1.4974398255e-05
2.3871440000e+00,1.6237601812e-05,1.4448306501e-05,1.1488015843e-05,1.6317972040e-05
2.3881440000e+00,1.4669913980e-05,1.4088804164e-05,1.5443798475e-05,1.7378650227e-05
2.3891440000e+00,1.9758388589e-05,1.1537602404e-05,2.0217481506e-05,1.4276425645e-05
2.3901440000e+00,9.7119527709e-06,4.8858973969e-06,7.0918040365e-06,1.2780192264e-05
2.3911440000e+00,1.5344765416e-05,-7.7682907431e-06,1.5942729078e-05,2.3995395168e-05
2.3921440000e+00,1.4846810700e-05,6.9810698733e-06,1.4997937797e-05,2.7789603337e-05
2.3931440000e+00,2.7296940971e-05,1.6582896933e-05,2.9947177609e-05,3.8897695049e-05
2.3941440000e+00,3.5432760342e-05,1.9738052288e-05,3.4913635318e-05,1.1369063941e-05
2.3951440000e+00,3.4649267036e-05,5.6227318055e-06,3.6135330447e-05,1.5685882317e-05
2.3961440000e+00,1.8261598598e-05,1.5735467969e-05,2.0912390028e-05,8.1724010670e-06
2.3971440000e+00,1.0200993529e-05,1.4688578631e-05,1.0412293705e-05,2.0313869754e-05
2.3981440000e+00,2.1240413844e-05,3.1460680475e-05,1.8028569684e-05,1.4885532437e-05
2.3991440000e+00,1.4989441297e-05,3.4518056054e-05,1.6368254364e-05,1.5481127775e-05
2.4001440000e+00,1.6767871784e-05,3.8751441025e-05,1.6971373043e-05,3.9202127482e-06
2.4011440000e+00,-4.5739957386e-06,2.1140684112e-05,-2.3722679998e-06,-6.0675824898e-06
2.4021440000e+00,3.0248205007e-07,9.6392450359e-06,1.7489893480e-06,-2.9575569442e-06
2.4031440000e+00,-1.1612086382e-05,1.5941197489e-05,-1.0546114027e-05,1.2501755009e-05
2.4041440000e+00,1.7825348550e-05,1.7489663151e-05,2.1692821974e-05,1.8664697564e-05
2.4051440000e+00,1.6404608687e-05,1.6680816771e-05,1.4644702787e-05,7.3717728810e-06
2.4061440000e+00,1.8714563339e-05,-6.8507085871e-07,1.9173936380e-05,1.4186584849e-05
2.4071440000e+00,1.4808645574e-05,5.0068911150e-07,1.5118700503e-05,1.3368406144e-05
2.4081440000e+00,1.3434985703e-05,-1.0370889868e-05,1.5134440218e-05,3.3037285903e-05
2.4091440000e+00,2.3209810024e-05,2.2058731702e-05,2.0951809347e-05,2.9162983992e-05
2.4101440000e+00,2.7290534490e-05,1.4731062038e-05,2.6724466807e-05,4.2108564230e-05
2.4111440000e+00,3.7682126276e-05,1.9625229470e-05,3.7966969103e-05,1.3151116036e-05
2.4121440000e+00,1.3169920749e-05,1.4890546481e-05,1.8010043277e-05,1.4269460735e-05
2.4131440000e+00,1.3493207916e-05,1.4499425561e-05,1.2742166291e-05,1.1280894796e-05
2.4141440000e+00,7.7985514508e-06,1.8548949811e-05,9.1805686679e-06,1.5283339962e-05
2.4151440000e+00,1.9474240617e-05,2.6129288017e-05,2.2844178602e-05,1.5124968741e-05
2.4161440000e+00,1.3827917428e-05,3.7421239540e-05,1.4345651834e-05,6.2354602051e-06
2.4171440000e+00,1.4431035197e-05,2.3131668058e-05,1.5186673409e-05,1.7505215055e-06
2.4181440000e+00,2.4753769594e-06,1.3649628272e-05,1.3227196405e-07,-9.1712008725e-06
2.4191440000e+00,-6.5805807026e-06,1.0321477930e-05,-5.4726829148e-06,1.8018401533e-05
2.4201440000e+00,-4.4601974878e-06,2.4249176931e-05,-5.9993312789e-06,1.5290583178e-05
2.4211440000e+00,1.1678423107e-05,1.3865943401e-05,9.1823794719e-06,2.0596624381e-05
2.4221440000e+00,2.0156196115e-05,1.5598548998e-05,1.9352084564e-05,9.9339786175e-06
2.4231440000e+00,9.3077387646e-06,-2.0083082291e-06,1.1701823496e-05,1.5623063518e-05
2.4241440000e+00,1.4942779671e-05,-3.6078931771e-06,1.3692389984e-05,1.4337433640e-05
2.4251440000e+00,1.3222153029e-05,-8.6446916612e-06,1.2158828213e-05,2.6255762350e-05
2.4261440000e+00,3.2803698559e-05,9.6060939541e-06,3.2972795452e-05,3.5876950278e-05
2.4271440000e+00,2.8334359740e-05,2.1117701181e-05,2.8895272408e-05,3.4432534449e-05
2.4281440000e+00,4.0808306949e-05,1.4330887097e-05,3.9464455767e-05,1.6443609638e-05
2.4291440000e+00,1.0479012417e-05,1.2916972992e-05,7.9539977378e-06,1.3365201994e-05
2.4301440000e+00,1.2203399820e-05,1.4002027456e-05,1.5572084521e-05,2.1972929972e-05
2.4311440000e+00,1.1399846699e-05,2.9604527299e-05,1.0571779057e-05,1.4512937014e-05
2.4321440000e+00,1.4699025996e-05,2.8381298762e-05,1.4574084162e-05,1.6612288164e-05
2.4331440000e+00,1.4804188140e-05,4.0138053009e-05,1.6856041839e-05,-4.1334274101e-06
2.4341440000e+00,6.8903932515e-06,6.7456726356e-06,1.0415915312e-05,3.8535850422e-07
2.4351440000e+00,1.8367409211e-06,1.5139594325e-05,3.0351761779e-06,-1.2510633496e-05
2.4361440000e+00,-9.4067372629e-06,1.0020615264e-05,-8.5003894128e-06,1.6298192349e-05
2.4371440000e+00,1.5723349861e-05,1.5062846614e-05,1.1030315363e-05,1.6016552763e-05
2.4381440000e+00,1.4580212337e-05,1.3702418983e-05,1.6114750906e-05,1.7617390768e-05
2.4391440000e+00,1.9188420993e-05,1.2152559975e-05,1.9738052288e-05,1.4231992282e-05
2.4401440000e+00,8.4938783402e-06,5.1288161558e-06,7.0787109507e-06,1.2629343473e-05
2.4411440000e+00,1.5106582396e-05,-7.9559113146e-06,1.5366076695e-05,2.4205441150e-05
2.4421440000e+00,1.4044231648e-05,7.1783019848e-06,1.5207427168e-05,2.8781334549e-05
2.4431440000e+00,2.6105331926e-05,1.7563346773e-05,2.9520955650e-05,3.8544596464e-05
2.4441440000e+00,3.5028548155e-05,1.9684286599e-05,3.5144435969e-05,1.2757766854e-05
2.4451440000e+00,3.3401382098e-05,6.1699947764e-06,3.6388973967e-05,1.5638941477e-05
2.4461440000e+00,1.7472810214e-05,1.5462184820e-05,2.0311919798e-05,8.6530844783e-06
2.4471440000e+00,1.0780293451e-05,1.4644424482e-05,1.1246072972e-05,2.0611110813e-05
2.4481440000e+00,2.0476836653e-05,3.0818286177e-05,1.8274273316e-05,1.4271132386e-05
2.4491440000e+00,1.4948629541e-05,3.3722859371e-05,1.6023237549e-05,1.6063631847e-05
2.4501440000e+00,1.6619669623e-05,3.7999147025e-05,1.7250506062e-05,3.8814910113e-06
2.4511440000e+00,-3.9807673602e-06,2.1683350496e-05,-2.2921774416e-06,-6.3763841354e-06
2.4521440000e+00,-9.4210555801e-08,9.0196908786e-06,-5.0636418791e-07,-4.6428040150e-06
2.4531440000e+00,-1.2008918020e-05,1.5449370039e-05,-1.0704484339e-05,1.1708230886e-05
2.4541440000e+00,1.7396061594e-05,1.7552203644e-05,2.1138315788e-05,1.9325341782e-05
2.4551440000e+00,1.6954518287e-05,1.7309981558e-05,1.4489396563e-05,8.2736632976e-06
2.4561440000e+00,1.8088601792e-05,-7.1000340540e-07,1.9035484002e-05,1.4497753909e-05
2.4571440000e+00,1.4510986148e-05,4.4622743189e-07,1.5234031707e-05,1.2534070265e-05
2.4581440000e+00,1.2706230336e-05,-1.0478559489e-05,1.3428439161e-05,3.3586358768e-05
2.4591440000e+00,2.3293521735e-05,2.3461641831e-05,2.0389643396e-05,2.9282911783e-05
2.4601440000e+00,2.6863475796e-05,1.4251214452e-05,2.7047615731e-05,4.1843220970e-05
2.4611440000e+00,3.7481131585e-05,1.9695151423e-05,3.8132584450e-05,1.2734783922e-05
2.4621440000e+00,1.2693693861e-05,1.5181659364e-05,1.9430364773e-05,1.5827397874e-05
2.4631440000e+00,1.4419892068e-05,1.4192991330e-05,1.4755576558e-05,1.0931281395e-05
2.4641440000e+00,8.7649332272e-06,1.8703420210e-05,8.6019654191e-06,1.5100175006e-05
2.4651440000e+00,2.0463325200e-05,2.6260777304e-05,2.2739293854e-05,1.4688857846e-05
2.4661440000e+00,1.4673118130e-05,3.7720012187e-05,1.3923468941e-05,6.3707093432e-06
