# Saved on 2025-06-25T13:30:54.389824
# Name: Shreenidhi
# Sample_ID: Batch3_F5_TPTE34
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: -5
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 2.3
#   Neg_Voltage: -1
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 11
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.9
#   v_rst: -0.8
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0002
#   max_gtarget: 0.0013
#   num_level: 6
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 1
#   v_rst: -1
#   v_prg_max: 2.3
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: False
#   use_fine: False
#   use_ultra_fine: False
#   use_ultra_ultra_fine: False
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S),Conductance_Target_3 (S),Conductance_Target_4 (S),Conductance_Target_5 (S),Conductance_Target_6 (S),Conductance_Target_7 (S),Conductance_Target_8 (S),Conductance_Target_9 (S),Conductance_Target_10 (S),Conductance_Target_11 (S)
2.3891440000e+00,3.9202641346e-04,4.9424714234e-04,5.7244928030e-04,6.0548951296e-04,7.6939351857e-04,8.4324892669e-04,9.2928414233e-04,1.0202256090e-03,1.0674977239e-03,1.2067335774e-03,1.2683037494e-03
2.3901440000e+00,3.9058995753e-04,5.0044549425e-04,5.6909779232e-04,6.1231032305e-04,7.6140764577e-04,8.3193139290e-04,9.2759139079e-04,9.9859862530e-04,1.0561505042e-03,1.2280128431e-03,1.2665989925e-03
2.3911440000e+00,3.9651338739e-04,4.9925038184e-04,5.7057808590e-04,6.1196486058e-04,7.6402895502e-04,8.3643266407e-04,9.3297094281e-04,1.0046319949e-03,1.0700109124e-03,1.2177661847e-03,1.2762470578e-03
2.3921440000e+00,4.0010261728e-04,5.0386879593e-04,5.7684279454e-04,6.2059596530e-04,7.5315670983e-04,8.3575534518e-04,9.2346665042e-04,1.0039148765e-03,1.0640802793e-03,1.2190367852e-03,1.2738605437e-03
2.3931440000e+00,4.0316230297e-04,5.0658043619e-04,5.7251148974e-04,6.1802762502e-04,7.5702853792e-04,8.3569131675e-04,9.3884133094e-04,9.9529243016e-04,1.0654237121e-03,1.2130405958e-03,1.2785727449e-03
2.3941440000e+00,3.9914626541e-04,5.0801645557e-04,5.7203731558e-04,6.2357896240e-04,7.5336349255e-04,8.4124447312e-04,9.3571907200e-04,1.0056737665e-03,1.0624276183e-03,1.2150594557e-03,1.2737067300e-03
2.3951440000e+00,3.9431153709e-04,5.0599643146e-04,5.7275690779e-04,6.1915467086e-04,7.5372074207e-04,8.3931023255e-04,9.3310794909e-04,1.0031243437e-03,1.0622916307e-03,1.2130331015e-03,1.2829422485e-03
2.3961440000e+00,3.9929400373e-04,5.0033919251e-04,5.8054683905e-04,6.1410122726e-04,7.6259966590e-04,8.3829982032e-04,9.2483664048e-04,1.0096900951e-03,1.0664485308e-03,1.2144480570e-03,1.2782074919e-03
2.3971440000e+00,3.9978498535e-04,5.0638023822e-04,5.7845172705e-04,6.1659571656e-04,7.5887473940e-04,8.3909762907e-04,9.3546172138e-04,9.9465272797e-04,1.0701637075e-03,1.2146720837e-03,1.2794531358e-03
2.3981440000e+00,3.9574984839e-04,5.0500017096e-04,5.8300131059e-04,6.1726088461e-04,7.6051321230e-04,8.4766194050e-04,9.3406983069e-04,1.0072965961e-03,1.0711068171e-03,1.2047893688e-03,1.2585193326e-03
2.3991440000e+00,3.8704325561e-04,5.0527032727e-04,5.6825949287e-04,6.1636157625e-04,7.5894655311e-04,8.4522995166e-04,9.4142560556e-04,1.0021350317e-03,1.0671996279e-03,1.2113327830e-03,1.2760420213e-03
2.4001440000e+00,3.9516231482e-04,4.9418013077e-04,5.7787536207e-04,6.1115606513e-04,7.6648182585e-04,8.4650018835e-04,9.3662791187e-04,1.0198259406e-03,1.0648689931e-03,1.1978064867e-03,1.2774499191e-03
2.4011440000e+00,3.8431651774e-04,4.9825073802e-04,5.7538793044e-04,6.1070633819e-04,7.6395925134e-04,8.2777114585e-04,9.4028982858e-04,1.0074084275e-03,1.0552883032e-03,1.2073023390e-03,1.2774401694e-03
2.4021440000e+00,3.9607908548e-04,4.9238020438e-04,5.7817193010e-04,6.0706694057e-04,7.6695316238e-04,8.4281804448e-04,9.3559450761e-04,1.0001286864e-03,1.0620323883e-03,1.2137407612e-03,1.2749785674e-03
2.4031440000e+00,3.9140963054e-04,5.0303300668e-04,5.7741264754e-04,6.2263396103e-04,7.4983661762e-04,8.4007420810e-04,9.2513138952e-04,9.9844495708e-04,1.0595215281e-03,1.2145357323e-03,1.2768246233e-03
2.4041440000e+00,3.9383088733e-04,4.9884449254e-04,5.7791196014e-04,6.1310092860e-04,7.6470372733e-04,8.4425533714e-04,9.3316135462e-04,1.0053340520e-03,1.0719342390e-03,1.1992966756e-03,1.2811893248e-03
2.4051440000e+00,3.9125639887e-04,5.0034384913e-04,5.7681325416e-04,6.1422957515e-04,7.6144635386e-04,8.4068604338e-04,9.2857560958e-04,1.0023795767e-03,1.0645363363e-03,1.2087191863e-03,1.2712468742e-03
2.4061440000e+00,3.9053426008e-04,4.9939200835e-04,5.7006138377e-04,6.1039267166e-04,7.6310112490e-04,8.4276238340e-04,9.2983580544e-04,1.0058992484e-03,1.0674983059e-03,1.2064752082e-03,1.2843513105e-03
2.4071440000e+00,3.9493526856e-04,4.9812024372e-04,5.7383866078e-04,6.1297490902e-04,7.6306081610e-04,8.4250983491e-04,9.2138463515e-04,1.0082258086e-03,1.0688431939e-03,1.2102329492e-03,1.2772332411e-03
2.4081440000e+00,3.9684247895e-04,5.0245933380e-04,5.7607710914e-04,6.1175138399e-04,7.6040021668e-04,8.3465769421e-04,9.2449168733e-04,9.9536635389e-04,1.0630259203e-03,1.1997063848e-03,1.2795934163e-03
2.4091440000e+00,4.0223872929e-04,5.0748491049e-04,5.7461817050e-04,6.1236845795e-04,7.6365970017e-04,8.4185718151e-04,9.2305439466e-04,1.0061157082e-03,1.0728401685e-03,1.2108471856e-03,1.2673651509e-03
2.4101440000e+00,3.9388050936e-04,5.0865659432e-04,5.6704313465e-04,6.1961851316e-04,7.5300995377e-04,8.4094986960e-04,9.4008304586e-04,1.0019676120e-03,1.0641958943e-03,1.2165038788e-03,1.2770325702e-03
2.4111440000e+00,3.9581911551e-04,4.9830967328e-04,5.7502787968e-04,6.1736238422e-04,7.6076401456e-04,8.4059021901e-04,9.2841655714e-04,9.9872922874e-04,1.0699533595e-03,1.2133679411e-03,1.2785619765e-03
2.4121440000e+00,3.9560152800e-04,5.0214308430e-04,5.7410259615e-04,6.1485457991e-04,7.6088668720e-04,8.3124592493e-04,9.2938083981e-04,1.0091748118e-03,1.0539158393e-03,1.2138688180e-03,1.2849816994e-03
2.4131440000e+00,4.0440398152e-04,5.0275761168e-04,5.8151268604e-04,6.1469174398e-04,7.6160686149e-04,8.3963168436e-04,9.3204042059e-04,1.0115715122e-03,1.0616330110e-03,1.2121377949e-03,1.2781466648e-03
2.4141440000e+00,3.9636917791e-04,5.0976024795e-04,5.8141980844e-04,6.3336396124e-04,7.5112970080e-04,8.4122439148e-04,9.2845955805e-04,9.8225151305e-04,1.0669872427e-03,1.2251587759e-03,1.2811002671e-03
2.4151440000e+00,3.9977196138e-04,5.0568796723e-04,5.8376612287e-04,6.2590763264e-04,7.5802250649e-04,8.4901956143e-04,9.2928399681e-04,1.0088121053e-03,1.0715186363e-03,1.2090424570e-03,1.2782572594e-03
2.4161440000e+00,3.9056507376e-04,5.0352864491e-04,5.8204746892e-04,6.2770151999e-04,7.5855481555e-04,8.4629027697e-04,9.2637492344e-04,1.0096479673e-03,1.0627265146e-03,1.2150345719e-03,1.2700569641e-03
2.4171440000e+00,3.8828533434e-04,4.9968479289e-04,5.7528726757e-04,6.1713813921e-04,7.6647309470e-04,8.4730076196e-04,9.3412636488e-04,1.0049445700e-03,1.0663007561e-03,1.2204611266e-03,1.2808917381e-03
2.4181440000e+00,3.8601861888e-04,4.9619873607e-04,5.7914487115e-04,6.2132370658e-04,7.6283395174e-04,8.4752879047e-04,9.2485286586e-04,1.0060815112e-03,1.0657146777e-03,1.2203442020e-03,1.2759369565e-03
2.4191440000e+00,3.8899910578e-04,4.9433987442e-04,5.8028741478e-04,6.1473008827e-04,7.6746619015e-04,8.4214712842e-04,9.2759008112e-04,1.0039541667e-03,1.0617736552e-03,1.2079923908e-03,1.2781115947e-03
2.4201440000e+00,3.9494516386e-04,4.9725094868e-04,5.7854009356e-04,6.1742852267e-04,7.6709373388e-04,8.4347273514e-04,9.3241906143e-04,1.0101388034e-03,1.0604240379e-03,1.2231386791e-03,1.2673235324e-03
2.4211440000e+00,3.9009162720e-04,5.0132668548e-04,5.7241250033e-04,6.2476297899e-04,7.6144599007e-04,8.3967228420e-04,9.3920949439e-04,1.0001640476e-03,1.0594861669e-03,1.2159608741e-03,1.2737425277e-03
2.4221440000e+00,3.9068949263e-04,4.9566591770e-04,5.7231114624e-04,6.2509592681e-04,7.6277712651e-04,8.4228624473e-04,9.2876987765e-04,1.0036372259e-03,1.0677894170e-03,1.2178731413e-03,1.2734046322e-03
2.4231440000e+00,3.9324997488e-04,4.9808109907e-04,5.6899996707e-04,6.1500955781e-04,7.6246637036e-04,8.3579565398e-04,9.2971931736e-04,1.0056688188e-03,1.0593738989e-03,1.2137222802e-03,1.2959961896e-03
2.4241440000e+00,4.0275008359e-04,4.9675643822e-04,5.8234039898e-04,6.1495797127e-04,7.6331627497e-04,8.3738603280e-04,9.2261441750e-04,9.9947952549e-04,1.0638670938e-03,1.2056517153e-03,1.2778642122e-03
2.4251440000e+00,3.9840506361e-04,5.0693117373e-04,5.7422206737e-04,6.2204402639e-04,7.5383541116e-04,8.3554667071e-04,9.2690970632e-04,1.0015268344e-03,1.0747739725e-03,1.2146175141e-03,1.2801827688e-03
2.4261440000e+00,4.0431375965e-04,5.0457521866e-04,5.7488268794e-04,6.2214094214e-04,7.5702388131e-04,8.5305167886e-04,9.2537666205e-04,1.0038389155e-03,1.0750684305e-03,1.2084253831e-03,1.2979382882e-03
2.4271440000e+00,3.9542032027e-04,5.1120310673e-04,5.7380701037e-04,6.2454979343e-04,7.5390824350e-04,8.4139544924e-04,9.2155431048e-04,1.0035075684e-03,1.0682958964e-03,1.2171858543e-03,1.2959820742e-03
2.4281440000e+00,3.9700564230e-04,5.0086058764e-04,5.7290475524e-04,6.0700487666e-04,7.7183016401e-04,8.4324543423e-04,9.3163442216e-04,1.0153487528e-03,1.0730100621e-03,1.2130664254e-03,1.2970149692e-03
2.4291440000e+00,3.9641468902e-04,5.0318554713e-04,5.7453478803e-04,6.1729326262e-04,7.5874406321e-04,8.3954459114e-04,9.2550588306e-04,1.0070432472e-03,1.0606897558e-03,1.2242974481e-03,1.2885828619e-03
2.4301440000e+00,3.9722701331e-04,5.0324462791e-04,5.7566503529e-04,6.1505961639e-04,7.6141375757e-04,8.4334198618e-04,9.2767986644e-04,1.0125589324e-03,1.0672720964e-03,1.2199274352e-03,1.2996928126e-03
2.4311440000e+00,3.9676091546e-04,5.0275211834e-04,5.8240060753e-04,6.1692160671e-04,7.5805677625e-04,8.3961953351e-04,9.2844762548e-04,1.0088151612e-03,1.0654186190e-03,1.2225279352e-03,1.2946147763e-03
2.4321440000e+00,3.9534155803e-04,5.0599741371e-04,5.7767319959e-04,6.1739745433e-04,7.6120522863e-04,8.3825179900e-04,9.3808062957e-04,1.0084019596e-03,1.0600437236e-03,1.2038711429e-03,1.2716071797e-03
2.4331440000e+00,3.9219237806e-04,5.0065078540e-04,5.7655524870e-04,6.1616425228e-04,7.6064308814e-04,8.4917897766e-04,9.3189330073e-04,1.0074651073e-03,1.0631388432e-03,1.2153969146e-03,1.2901383161e-03
2.4341440000e+00,3.8699730794e-04,4.9968777603e-04,5.7943438151e-04,6.1688937421e-04,7.5818577898e-04,8.4238759882e-04,9.3647257017e-04,1.0028656106e-03,1.0615358769e-03,1.2119740859e-03,1.3030285481e-03
2.4351440000e+00,3.9401467802e-04,4.9525708164e-04,5.8603764046e-04,6.0955109802e-04,7.6713244198e-04,8.4146558947e-04,9.1782989330e-04,9.9613949715e-04,1.0636445950e-03,1.2090445671e-03,1.2909276120e-03
2.4361440000e+00,3.9354163164e-04,5.0570648455e-04,5.7846318668e-04,6.1273189203e-04,7.6155753050e-04,8.4663224698e-04,9.2886664788e-04,9.9996890640e-04,1.0594968626e-03,1.2149770191e-03,1.2969333329e-03
2.4371440000e+00,3.9241236664e-04,5.0069447752e-04,5.7856312196e-04,6.1417958932e-04,7.6145399362e-04,8.5051680799e-04,9.2837799457e-04,9.9384364148e-04,1.0741456936e-03,1.2115754362e-03,1.2883251475e-03
2.4381440000e+00,3.8479658542e-04,5.0032889703e-04,5.7032913901e-04,6.1266677221e-04,7.5934760389e-04,8.4396597231e-04,9.2804773885e-04,1.0002357158e-03,1.0666984599e-03,1.2196828175e-03,1.2966092618e-03
2.4391440000e+00,3.9124493924e-04,4.9213831517e-04,5.7076442317e-04,6.0594615206e-04,7.7120828792e-04,8.4439336206e-04,9.2935071734e-04,1.0189865134e-03,1.0624271090e-03,1.2099406013e-03,1.2925623741e-03
2.4401440000e+00,3.9039729018e-04,4.9969174142e-04,5.6808741647e-04,6.1304730480e-04,7.6330201409e-04,8.3254497440e-04,9.2709502496e-04,1.0063590162e-03,1.0598888912e-03,1.2192739814e-03,1.2891781807e-03
2.4411440000e+00,3.9706825191e-04,4.9987142120e-04,5.7097804529e-04,6.1131329858e-04,7.6466450992e-04,8.3874772827e-04,9.3269467470e-04,9.9585166026e-04,1.0692848446e-03,1.2164734653e-03,1.2963154586e-03
2.4421440000e+00,3.9920607378e-04,5.0345697673e-04,5.7705554354e-04,6.2086139224e-04,7.5360258052e-04,8.3350598288e-04,9.2390881036e-04,9.8990109109e-04,1.0638879758e-03,1.2150975090e-03,1.2956358842e-03
2.4431440000e+00,4.0293754864e-04,5.0894330343e-04,5.7324828958e-04,6.1699283833e-04,7.5745250797e-04,8.3763145085e-04,9.3467264378e-04,1.0089380521e-03,1.0654784273e-03,1.2133896234e-03,1.2962808250e-03
2.4441440000e+00,3.9877628296e-04,5.0861148338e-04,5.7341978390e-04,6.2246326706e-04,7.5309064414e-04,8.4183666331e-04,9.3143753475e-04,1.0064452363e-03,1.0720956925e-03,1.2144345965e-03,1.2935130508e-03
2.4451440000e+00,3.9560014557e-04,5.0546968851e-04,5.7296289015e-04,6.2041115598e-04,7.5427902630e-04,8.3876315330e-04,9.2672096798e-04,9.9723569292e-04,1.0679943807e-03,1.2094927661e-03,1.3022476924e-03
2.4461440000e+00,3.9884529542e-04,5.0203409046e-04,5.8197776525e-04,6.1638325860e-04,7.6167707448e-04,8.4344574134e-04,9.1862100817e-04,1.0116824706e-03,1.0698266851e-03,1.2143741333e-03,1.2973284174e-03
2.4471440000e+00,3.9985989133e-04,5.0821283367e-04,5.8052617533e-04,6.1913087848e-04,7.5953728810e-04,8.4036342741e-04,9.2961890914e-04,1.0077674960e-03,1.0724363528e-03,1.2225990940e-03,1.2960047752e-03
2.4481440000e+00,4.0025843191e-04,5.0630391343e-04,5.8421566791e-04,6.1834478402e-04,7.5965901488e-04,8.4587489255e-04,9.2628863058e-04,1.0094555910e-03,1.0698904225e-03,1.2127203809e-03,1.2768889428e-03
2.4491440000e+00,3.9147762436e-04,5.0600065151e-04,5.6966426200e-04,6.1674501922e-04,7.5839801866e-04,8.4826875536e-04,9.3213391665e-04,1.0040562483e-03,1.0662589193e-03,1.2223608792e-03,1.2976706785e-03
2.4501440000e+00,3.9364455006e-04,4.9542446504e-04,5.7860481320e-04,6.0971324274e-04,7.6709526184e-04,8.5078921984e-04,9.3243768788e-04,1.0143119289e-03,1.0662583372e-03,1.2178528414e-03,1.2950580276e-03
2.4511440000e+00,3.8646066969e-04,4.9857771955e-04,5.7526311139e-04,6.1100152379e-04,7.6456002716e-04,8.3008140791e-04,9.3416550953e-04,1.0052556172e-03,1.0551063315e-03,1.2230023276e-03,1.2974938727e-03
2.4521440000e+00,3.9652906707e-04,4.9360784033e-04,5.7903725974e-04,6.0785027017e-04,7.6648117101e-04,8.4327155491e-04,9.3720962468e-04,1.0026329255e-03,1.0640116670e-03,1.2212077854e-03,1.2967741350e-03
2.4531440000e+00,3.8928370486e-04,5.0365120842e-04,5.7796300098e-04,6.2197119405e-04,7.4990930443e-04,8.3984828962e-04,9.2612070148e-04,9.9721743027e-04,1.0605320131e-03,1.2204466475e-03,1.2921278540e-03
2.4541440000e+00,3.9259757614e-04,4.9842801673e-04,5.7497738453e-04,6.1193102738e-04,7.6320349763e-04,8.4351122496e-04,9.3097805802e-04,1.0102550732e-03,1.0704415035e-03,1.2112090917e-03,1.3062552898e-03
2.4551440000e+00,3.9081911382e-04,5.0063070375e-04,5.7580298744e-04,6.1537939473e-04,7.6168427768e-04,8.3996106696e-04,9.3490758445e-04,1.0017743625e-03,1.0629618919e-03,1.2162484200e-03,1.2904666073e-03
2.4561440000e+00,3.9198585000e-04,5.0045244279e-04,5.6952136219e-04,6.1144601204e-04,7.6362615800e-04,8.4275474364e-04,9.3294278486e-04,1.0047377873e-03,1.0658806423e-03,1.2152801355e-03,1.3004952052e-03
2.4571440000e+00,3.9354275941e-04,4.9903377658e-04,5.7477114751e-04,6.1122686020e-04,7.6104202890e-04,8.4467435954e-04,9.2100490292e-04,1.0026060772e-03,1.0713519441e-03,1.2229959248e-03,1.2961041648e-03
2.4581440000e+00,3.9750171709e-04,5.0436472520e-04,5.7428555010e-04,6.1221137003e-04,7.6078365964e-04,8.3591636212e-04,9.2519767350e-04,1.0053493315e-03,1.0637845116e-03,1.2082600006e-03,1.2947691721e-03
2.4591440000e+00,4.0267488657e-04,5.0451781135e-04,5.7272820413e-04,6.1266364355e-04,7.6514093962e-04,8.4024948592e-04,9.2305053840e-04,1.0101221415e-03,1.0697487596e-03,1.2212265574e-03,1.2868468184e-03
2.4601440000e+00,3.9501246647e-04,5.0824575737e-04,5.6689328630e-04,6.1915154220e-04,7.5859905337e-04,8.3974424342e-04,9.3966809800e-04,9.9470358691e-04,1.0661854321e-03,1.2266854174e-03,1.2748537119e-03
2.4611440000e+00,3.9509443013e-04,4.9846647016e-04,5.7420664234e-04,6.1536760768e-04,7.6199517935e-04,8.3813145466e-04,9.2732916528e-04,1.0015478620e-03,1.0713061056e-03,1.2205084204e-03,1.2745340064e-03
2.4621440000e+00,3.9650192775e-04,5.0302453019e-04,5.7266712247e-04,6.1460421421e-04,7.6125863416e-04,8.3132988948e-04,9.3703929451e-04,1.0108237620e-03,1.0561019008e-03,1.2287529535e-03,1.2867494661e-03
2.4631440000e+00,4.0385530156e-04,5.0286660553e-04,5.8128534874e-04,6.1527571233e-04,7.6329153671e-04,8.4082843387e-04,9.3359201855e-04,1.0082003428e-03,1.0620614921e-03,1.2180389604e-03,1.2757387594e-03
2.4641440000e+00,3.9665163058e-04,5.0904378440e-04,5.8221641666e-04,6.2404578784e-04,7.5234042015e-04,8.3755752712e-04,9.3592374469e-04,9.9584838608e-04,1.0679099796e-03,1.2254917237e-03,1.2744369451e-03
2.4651440000e+00,3.9828290028e-04,5.0432867283e-04,5.8296878706e-04,6.1611834099e-04,7.6065043686e-04,8.5012776253e-04,9.3599228421e-04,1.0066328105e-03,1.0733643285e-03,1.2084301852e-03,1.2785676518e-03
2.4661440000e+00,3.9031710912e-04,5.0729195209e-04,5.8228906710e-04,6.1678132624e-04,7.5973395724e-04,8.4335370047e-04,9.3207396276e-04,1.0079935601e-03,1.0615118663e-03,1.2118096492e-03,1.2744162814e-03
2.4671440000e+00,3.8848651457e-04,4.9922829930e-04,5.7522407587e-04,6.0829443100e-04,7.6926800830e-04,8.4496052295e-04,9.4071154308e-04,1.0013833526e-03,1.0647008457e-03,1.2190063717e-03,1.2766002328e-03
2.4681440000e+00,3.8551392208e-04,4.9937054428e-04,5.7976802054e-04,6.1001264839e-04,7.6333592006e-04,8.4755309217e-04,9.3043054221e-04,1.0069835844e-03,1.0643799760e-03,1.2228579726e-03,1.2748628797e-03
2.4691440000e+00,3.9076145185e-04,4.9708076403e-04,5.7933684730e-04,6.0508860770e-04,7.6942953456e-04,8.4211358626e-04,9.3404632935e-04,1.0062848014e-03,1.0615061910e-03,1.2120811152e-03,1.2770951435e-03
2.4701440000e+00,3.9323429519e-04,4.9790323828e-04,5.7946745073e-04,6.0595517425e-04,7.6757234638e-04,8.4310464445e-04,9.3685215688e-04,1.0097900667e-03,1.0598733934e-03,1.2075258564e-03,1.2883864110e-03
2.4711440000e+00,3.8837933971e-04,5.0290338550e-04,5.7032590121e-04,6.1328217271e-04,7.6307340350e-04,8.3974213339e-04,9.2341826530e-04,1.0035427840e-03,1.0592352191e-03,1.2165343651e-03,1.2716997298e-03
2.4721440000e+00,3.8909383875e-04,4.9626702094e-04,5.7196324633e-04,6.1039085267e-04,7.6331911259e-04,8.4281593445e-04,9.1221067123e-04,9.9630393379e-04,1.0650357581e-03,1.2193616567e-03,1.2742684339e-03
2.4731440000e+00,3.8972066250e-04,4.9747024605e-04,5.6896264141e-04,6.1031547375e-04,7.6401920523e-04,8.3663806436e-04,9.1276953754e-04,1.0089046555e-03,1.0589848534e-03,1.2053494720e-03,1.2946223433e-03
2.4741440000e+00,3.9996550186e-04,4.9908554502e-04,5.8145556977e-04,6.1137179728e-04,7.6476826507e-04,8.3550396084e-04,9.0928828286e-04,1.0109741561e-03,1.0620701505e-03,1.2063462782e-03,1.2757159129e-03
2.4751440000e+00,3.9668488171e-04,5.0840226322e-04,5.7347122493e-04,6.1900922447e-04,7.5618991104e-04,8.3384402387e-04,9.1189278464e-04,9.9150296592e-04,1.0634428327e-03,1.2104840425e-03,1.2772508489e-03
2.4761440000e+00,4.0430120862e-04,5.0421684136e-04,5.7515313529e-04,6.1703351093e-04,7.5789146649e-04,8.5045343440e-04,9.0873581939e-04,1.0058983025e-03,1.0788015788e-03,1.2016591063e-03,1.2789449829e-03
2.4771440000e+00,3.9146336348e-04,5.1123912272e-04,5.7275676227e-04,6.2087572587e-04,7.5657379057e-04,8.3829960204e-04,9.0417364845e-04,1.0058320913e-03,1.0700685380e-03,1.2203770166e-03,1.2836189126e-03
2.4781440000e+00,3.9856764488e-04,5.0143240514e-04,5.7235327404e-04,6.0538703110e-04,7.7274453361e-04,8.4114835772e-04,9.1654175776e-04,1.0164592095e-03,1.0724672029e-03,1.2086613424e-03,1.2810308544e-03
2.4791440000e+00,4.0079619794e-04,5.0499678764e-04,5.7572906371e-04,6.1575869040e-04,7.6081909356e-04,8.3957667812e-04,9.0831308626e-04,1.0067664698e-03,1.0573330655e-03,1.2156054436e-03,1.2704174151e-03
2.4801440000e+00,3.9759077481e-04,5.0334107073e-04,5.7663270127e-04,6.1291983002e-04,7.6257761975e-04,8.4362116468e-04,9.1036781669e-04,1.0115265468e-03,1.0680759442e-03,1.2073284597e-03,1.3012818818e-03
2.4811440000e+00,3.9703616494e-04,5.0431339332e-04,5.8388388425e-04,6.1596467276e-04,7.6004907896e-04,8.4001934738e-04,9.1267116659e-04,1.0047634714e-03,1.0626535368e-03,1.2089547818e-03,1.2865274039e-03
2.4821440000e+00,3.9471444325e-04,5.0424245273e-04,5.7772944274e-04,6.1590981204e-04,7.6115007687e-04,8.3993807493e-04,9.2208501883e-04,1.0047032993e-03,1.0596651555e-03,1.1902111873e-03,1.2961796892e-03
2.4831440000e+00,3.9166930947e-04,5.0051519793e-04,5.7698103774e-04,6.1575585278e-04,7.5976138760e-04,8.4828017862e-04,9.1608111688e-04,1.0096765618e-03,1.0634634964e-03,1.2053941464e-03,1.2921716552e-03
2.4841440000e+00,3.8683007006e-04,4.9857728300e-04,5.8017274569e-04,6.1409460614e-04,7.5847332482e-04,8.4143335698e-04,9.1994581453e-04,1.0038402252e-03,1.0608226876e-03,1.2136204896e-03,1.3048273104e-03
2.4851440000e+00,3.9407361328e-04,4.9536156439e-04,5.8591027482e-04,6.0801918153e-04,7.6669712143e-04,8.4135455836e-04,9.0152949269e-04,1.0075065074e-03,1.0641360859e-03,1.2114489073e-03,1.2931048695e-03
2.4861440000e+00,3.9324502723e-04,5.0613369240e-04,5.7771503634e-04,6.1279395595e-04,7.6362841355e-04,8.4506085841e-04,9.1398942459e-04,1.0021830531e-03,1.0606060823e-03,1.2159376638e-03,1.2935230916e-03
2.4871440000e+00,3.9275462768e-04,5.0095528422e-04,5.7861445384e-04,6.1417689722e-04,7.6190299296e-04,8.5052568465e-04,9.1225483629e-04,1.0045371891e-03,1.0747450870e-03,1.2034748943e-03,1.2843926379e-03
2.4881440000e+00,3.8628932089e-04,5.0007922255e-04,5.7070588809e-04,6.1320453824e-04,7.5817675679e-04,8.4276827693e-04,9.1170855740e-04,1.0011567065e-03,1.0676491365e-03,1.2099641754e-03,1.2896829867e-03
2.4891440000e+00,3.9106271288e-04,4.9430891522e-04,5.7158889831e-04,6.1486069171e-04,7.7095734014e-04,8.4427403635e-04,9.1392153990e-04,1.0169338202e-03,1.0630677571e-03,1.2092044926e-03,1.2906442862e-03
2.4901440000e+00,3.9185324567e-04,4.9792273785e-04,5.7026129070e-04,6.1298458604e-04,7.6307202107e-04,8.3324164734e-04,9.1174486442e-04,1.0046944954e-03,1.0576692875e-03,1.2243412493e-03,1.2852788495e-03
2.4911440000e+00,3.9799608203e-04,4.9904538173e-04,5.7084344007e-04,6.1174643633e-04,7.6498858107e-04,8.3882870967e-04,9.1675152362e-04,1.0031243437e-03,1.0680274863e-03,1.2195628369e-03,1.2932483514e-03
2.4921440000e+00,4.0213893953e-04,5.0271195505e-04,5.7690795074e-04,6.2125327531e-04,7.5350333645e-04,8.3672501205e-04,9.0798544989e-04,1.0017373279e-03,1.0635089711e-03,1.2122970656e-03,1.2895547843e-03
